source_id,tier,source_label,item_count,bibliographic_status,identifier_status,redistribution_status,notes
RES-SRC-0007,research,228 cases of cochlear implant receiver-stimulator placement in a tight subperiosteal pocket without fixation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0008,research,"40-Hz Sinusoidal Auditory Steady-State Response and Tone Burst Auditory Brainstem Response Using a Kalman Filter to Determine Thresholds Pre- and Post-Myringotomy With Grommet Tube in Children With Mild, Low-Frequency Conductive Hearing Loss.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0009,research,"A ""Goldilocks"" Approach to Hearing Aid Self-Fitting: Ear-Canal Output and Speech Intelligibility Index.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0010,research,A 15-year Review of 260 Children With Auditory Neuropathy Spectrum Disorder: II. Management and Outcomes.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0011,research,A Binaural Cochlear Implant Sound Coding Strategy Inspired by the Contralateral Medial Olivocochlear Reflex.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0012,research,A binaural model implementing an internal noise to predict the effect of hearing impairment on speech intelligibility in non-stationary noises.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0013,research,A Bridge over Troubled Listening: Improving Speech-in-Noise Perception by Children with Dyslexia.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0014,research,A Capacitive Cochlear Implant Electrode Array Sensing System to Discriminate Fold-Over Pattern.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0015,research,A case-control study on proinflammatory genetic polymorphisms on sudden sensorineural hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0016,research,A cochlea with three parts? Evidence from otoacoustic emission phase in humans.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0017,research,A common microstructure in behavioral hearing thresholds and stimulus-frequency otoacoustic emissions.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0018,research,A Comparative Study Using Vestibular Mapping in Sudden Sensorinural Hearing Loss With and Without Vertigo.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0019,research,A comparison of automated verification using paediatric hearing aids.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0020,research,A comparison of conventional and in-situ audiometry on participants with varying levels of sensorineural hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0021,research,A Comparison of Distortion Product Otoacoustic Emission Properties in Meniere's Disease Patients and Normal-Hearing Participants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0022,research,A Comparison of Electrical Stimulation Levels Across Ears for Children With Sequential Bilateral Cochlear Implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0023,research,"A Comparison of Hearing Thresholds, and the Resulting Prescribed Gain and Hearing Aid Outputs, Using Gold Standard Audiometry and the TympaHealth Hearing Assessment Tool.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0024,research,"A comparison of interaural asymmetry, audiogram slope, and psychometric measures of tinnitus, hyperacusis, anxiety and depression for patients with unilateral and bilateral tinnitus.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0025,research,A Comparison of Montreal Cognitive Assessment Scores among Individuals with Normal Hearing and Cochlear Implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0026,research,A Comparison of Personal Sound Amplification Products and Hearing Aids in Ecologically Relevant Test Environments.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0027,research,A Comparison of the Perceived Hearing Difficulties of Community and Clinical Samples of Older Adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0028,research,A Comparison of Two Methods for Measuring Listening Effort As Part of an Audiologic Test Battery.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0029,research,A Comparison of Vestibular Function in Young Adult Musicians and Nonmusician Peers.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0030,research,A convergent validity study: Listening in Spatialized Noise-Sentences (LiSN-S) test and the Hearing in Noise Test (HINT).,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0031,research,A cool approach to reducing electrode-induced trauma: Localized therapeutic hypothermia conserves residual hearing in cochlear implantation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0032,research,"A crew of listeners with no more than ""slight"" hearing loss who exhibit binaural deficits also exhibit higher levels of stimulus-independent internal noise.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0033,research,"A Critique of the National Academies of Sciences, Engineering, and Medicine Report (2021) and the Diagnostic Accuracy of Measurements of Functional Hearing Ability.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0034,research,A Cross-Sectional Questionnaire Study of Tinnitus Awareness and Impact in a Population of Adult Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0035,research,A Cross-Sectional Study of the Prevalence and Factors Associated With Tinnitus and/or Hyperacusis in Children.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0036,research,A Cross-Sectional Survey Evaluating Awareness of Congenital Cytomegalovirus Among Audiologists and Speech-Language Pathologists.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0037,research,A directional remote-microphone for bimodal cochlear implant recipients.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0038,research,A Genome-First Approach to Rare Variants in Dominant Postlingual Hearing Loss Genes in a Large Adult Population.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0039,research,A Hybrid Deep Learning Approach to Identify Preventable Childhood Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0040,research,A Large-Scale Examination of Veterans with Normal Pure-Tone Hearing Thresholds within the Department of Veterans Affairs.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0041,research,A Large-Scale Study of the Relationship Between Degree and Type of Hearing Loss and Recognition of Speech in Quiet and Noise.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0042,research,A Level-Adjusted Cochlear Frequency-to-Place Map for Estimating Tonotopic Frequency Mismatch With a Cochlear Implant.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0043,research,A Long-Term Follow-Up Study on the Auditory Performance and Speech Intelligibility of Mandarin-Speaking Prelingually Deaf Children With Isolated Large Vestibular Aqueduct Syndrome After Cochlear Implantation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0044,research,A Longitudinal Comparison of Environmental Sound Recognition in Adults With Hearing Aids Before and After Cochlear Implantation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0045,research,A Longitudinal Investigation of the Home Literacy Environment and Shared Book Reading in Young Children With Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0046,research,A Longitudinal Study of Reading and Mental Health Development in Children With Reported Ear and Hearing Difficulties.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0047,research,A model for estimating hearing aid coverage world-wide using historical data on hearing aid sales.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0048,research,A Multisite Randomized Controlled Trial Comparing the Effectiveness of Two Self-Fit Methods to the Best-Practices Method of Hearing Aid Fitting.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0049,research,A Narrative Review of Pharmacologic Treatments for COVID-19: Safety Considerations and Ototoxicity.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0050,research,A newborn with three cochlear turns: Case report and literature review.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0051,research,A Novel Classification: Anomalous Routes of the Facial Nerve in Relation to Inner Ear Malformations.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0052,research,A Novel Performance-Based Paradigm of Care for Cochlear Implant Follow-Up.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0053,research,"A Novel Tablet-Based Approach for Hearing Screening of the Pediatric Population, 516-Patient Study.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0054,research,"A Picture May Be Worth 1,000 Words, but Is It Worth a Letter? Examining Whether the Choice of Label Affects the Perception of Speech Sounds.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0055,research,A population-based study on the association between statin use and sudden sensorineural hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0056,research,A practical guide to cochlear implantation in adults with long durations of monaural sound deprivation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0057,research,A Pragmatic Clinical Trial of Hearing Screening in Primary Care Clinics: Effect of Setting and Provider Encouragement.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0058,research,A Predictive Model of Bilateral Sensorineural Hearing Loss in Meniere Disease Using Clinical Data.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0059,research,"A Preliminary Analysis of the Clinical Effectiveness of Audiologist-Delivered Cognitive Behavioral Therapy Delivered via Video Calls for Rehabilitation of Misophonia, Hyperacusis, and Tinnitus.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0060,research,A qualitative review of parents' perspectives on the value of CAEP recording in influencing their acceptance of hearing devices for their child.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0061,research,A Qualitative Study of the Effects of Hearing Loss and Hearing Aid Use on Music Perception in Performing Musicians.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0062,research,A Qualitative Study of Veterans' Perspectives on Tinnitus: An Invisible Wound.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0063,research,A Randomized Control Trial: Supplementing Hearing Aid Use with Listening and Communication Enhancement (LACE) Auditory Training.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0064,research,A Randomized Controlled Crossover Study of the Impact of Online Music Training on Pitch and Timbre Perception in Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0065,research,A Randomized Controlled Trial to Evaluate Approaches to Auditory Rehabilitation for Blast-Exposed Veterans with Normal or Near-Normal Hearing Who Report Hearing Problems in Difficult Listening Situations.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0066,research,A Randomized Controlled Trial to Evaluate the Benefits of a Multimedia Educational Program for First-Time Hearing Aid Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0067,research,A Re-examination of the Effect of Masker Phase Curvature on Non-simultaneous Masking.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0068,research,A Retrospective Multicenter Study Comparing Speech Perception Outcomes for Bilateral Implantation and Bimodal Rehabilitation.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0069,research,A review of the perceptual effects of hearing loss for frequencies above 3 kHz.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0070,research,A Scoping Review and Meta-Analysis of the Relations Between Cognition and Cochlear Implant Outcomes and the Effect of Quiet Versus Noise Testing Conditions.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0071,research,A Series of Case Studies of Tinnitus Suppression With Mixed Background Stimuli in a Cochlear Implant.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0072,research,A simulation framework for auditory discrimination experiments: Revealing the importance of across-frequency processing in speech perception.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0073,research,A Smartphone Application and Education Program for Hearing Health Promotion in High School Teenagers.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0074,research,A Study of Event-Related Potentials During Monaural and Bilateral Hearing in Single-Sided Deaf Cochlear Implant Users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0075,research,A subjective evaluation of different music preprocessing approaches in cochlear implant listeners.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0076,research,A Systematic Review and Meta-Analysis of Extended High-Frequency Hearing Thresholds in Tinnitus With a Normal Audiogram.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0077,research,A Systematic Review and Meta-Analysis of Vocabulary Interventions for Deaf/Hard of Hearing Children and Adolescents.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0078,research,A Systematic Review on the Association Between Vestibular Dysfunction and Balance Performance in Children With Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0079,research,A systematic review on the impact of auditory functioning and language proficiency on psychosocial difficulties in children and adolescents with hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0080,research,A time series analysis model of the relationship between psychoacoustic parameters of urban soundscape spatial sequences and emotional changes.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0081,research,A Transparent Mask and Clear Speech Benefit Speech Intelligibility in Individuals With Hearing Loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0082,research,Abnormal Subjective and Audiometric Auditory Function in Migraine.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0083,research,ABO blood group and cochlear function: evidence from a large sample size study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0084,research,Accelerated Cognitive Decline Associated With Hearing Loss and Bilateral Vestibulopathy: Insights From a Prospective Cross-Sectional Study Using the Repeatable Battery for the Assessment of Neuropsychological Status Adjusted for the Hearing Impaired in the DFNA9 Population.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0085,research,Accelerometer-Determined Physical Activity and Mortality in a National Prospective Cohort Study: Considerations by Hearing Sensitivity.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0086,research,Acceptable noise level (ANL) with Danish and non-semantic speech materials in adult hearing-aid users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0087,research,Acceptance Mediates the Relationship Between Tinnitus-Related Cognitions and Anxiety Sensitivity.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0088,research,Acceptance of Tinnitus As an Independent Correlate of Tinnitus Severity.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0089,research,Access to semantic cues does not lead to perceptual restoration of interrupted speech in cochlear-implant users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0090,research,Acclimatization to Hearing Aids by Older Adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0091,research,Accuracy and cue use in word segmentation for cochlear-implant listeners and normal-hearing listeners presented vocoded speech.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0092,research,Accuracy of an Automated Hearing Aid Fitting Using Real Ear Measures Embedded in a Manufacturer Fitting Software.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0093,research,Accuracy of Mobile-Based Audiometry in the Evaluation of Hearing Loss in Quiet and Noisy Environments.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0094,research,Accuracy of Smartphone Self-Hearing Test Applications Across Frequencies and Earphone Styles in Adults.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0095,research,Acoustic characteristics of Arabic pharyngealized obstruents in children with cochlear implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0096,research,Acoustic characteristics of sibilant fricatives and affricates in Mandarin-speaking children with cochlear implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0097,research,Acoustic Cue Weighting by Adults with Cochlear Implants: A Mismatch Negativity Study.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0098,research,Acoustic factors affecting interaural level differences for cochlear-implant users.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0099,research,Acoustic features of infant-directed speech to infants with hearing loss.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0100,research,Acoustic Hearing Can Interfere With Single-Sided Deafness Cochlear-Implant Speech Perception.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0101,research,Acoustic plus electric speech processing: Long-term results.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0102,research,Acoustic properties of vowel production in prelingually deafened Mandarin-speaking children with cochlear implants.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0103,research,Acoustic Reflex Screening of Conductive Hearing Loss for Third Window Disorders.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0104,research,"Acoustic Reflexes in Normal-Hearing Adults, Typically Developing Children, and Children with Suspected Auditory Processing Disorder: Thresholds, Real-Ear Corrections, and the Role of Static Compliance on Estimates.",1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
RES-SRC-0105,research,Acoustic- Versus Intelligibility-Based Assessment of Subjective Listening Difficulty Measured With the Repeat-Recall Test.,1,title_only,doi_or_url_not_available_in_frozen_file,owner_confirmation_required,"Add year, DOI/URL, citation, and redistribution basis before publication."
